Date,Date de valeur,Description,Category,Débit,Crédit,Solde,Source
25/07/2023,25/07/2023,DB vente carte etrangere  518670 FT23206JYP4G\BNK  ORACLE IRELAND,Paiement carte,4749.05,,1772.85,MCB Internet Banking Document (32).csv
25/07/2023,25/07/2023,DB vente carte etrangere  REV FT23206CXTY9\BNK   518740 ORACLE IRELAND,Paiement carte,4749.05,,6521.9,MCB Internet Banking Document (32).csv
25/07/2023,25/07/2023,DB vente carte etrangere  523080 FT232064Y8NN\BNK  ORACLE IRELAND,Paiement carte,4749.05,,1772.85,MCB Internet Banking Document (32).csv
25/07/2023,25/07/2023,DB vente carte etrangere  REV FT23206J3JN8\BNK   523130 ORACLE IRELAND,Paiement carte,4749.05,,6521.9,MCB Internet Banking Document (32).csv
25/07/2023,25/07/2023,DB vente carte etrangere  525910 FT232066G889\BNK  ORACLE IRELAND,Paiement carte,4749.05,,1772.85,MCB Internet Banking Document (32).csv
25/07/2023,25/07/2023,DB vente carte etrangere  REV FT23206XV6MR\BNK   526010 ORACLE IRELAND,Paiement carte,4749.05,,6521.9,MCB Internet Banking Document (32).csv
25/07/2023,25/07/2023,DB vente carte etrangere  531710 FT23206W2QTR\BNK  ORACLE IRELAND,Paiement carte,4749.05,,1772.85,MCB Internet Banking Document (32).csv
25/07/2023,25/07/2023,DB vente carte etrangere  REV FT23206M59RZ\BNK   531780 ORACLE IRELAND,Paiement carte,4749.05,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  254990 FT232082NL7S\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT23208KZ0LJ\BNK   255040 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  256840 FT23208543SR\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT23208S3YZX\BNK   256910 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  265050 FT232086TW40\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT232089BZ3N\BNK   265090 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  267080 FT23208SZZFJ\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT232087HKQ0\BNK   267130 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  330380 FT23208Q1B2V\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT23208Z9QNK\BNK   330450 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  332170 FT232081D4TD\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT232088PJ9Y\BNK   332280 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  337490 FT23208JQ6G2\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT23208X6G9R\BNK   337570 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  340690 FT23208D9GP4\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT23208N9PC1\BNK   340730 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  342850 FT23208SSC6J\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT23208ZJQGH\BNK   342910 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  348180 FT23208BKZ31\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT23208NF2W6\BNK   348240 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  357720 FT23208YNGL2\BNK  ORACLE IRELAND,Paiement carte,4736.37,,1785.53,MCB Internet Banking Document (32).csv
27/07/2023,27/07/2023,DB vente carte etrangere  REV FT23208XS9T8\BNK   357760 ORACLE IRELAND,Paiement carte,4736.37,,6521.9,MCB Internet Banking Document (32).csv
31/07/2023,31/07/2023,DB vente carte etrangere  176960 FT232120377W\BNK  ORACLE IRELAND,Paiement carte,4709.12,,1812.78,MCB Internet Banking Document (32).csv
31/07/2023,31/07/2023,DB vente carte etrangere  REV FT2321248KKZ\BNK   177050 ORACLE IRELAND,Paiement carte,4709.12,,6521.9,MCB Internet Banking Document (32).csv
31/07/2023,31/07/2023,DB vente carte etrangere  179830 FT232120S5WY\BNK  ORACLE IRELAND,Paiement carte,4709.12,,1812.78,MCB Internet Banking Document (32).csv
31/07/2023,31/07/2023,DB vente carte etrangere  REV FT23212BB3QD\BNK   179900 ORACLE IRELAND,Paiement carte,4709.12,,6521.9,MCB Internet Banking Document (32).csv
31/07/2023,31/07/2023,DB vente carte etrangere  397830 FT2321218S2Q\BNK  ORACLE IRELAND,Paiement carte,4709.12,,1812.78,MCB Internet Banking Document (32).csv
31/07/2023,31/07/2023,DB vente carte etrangere  REV FT232123XDB7\BNK   397890 ORACLE IRELAND,Paiement carte,4709.12,,6521.9,MCB Internet Banking Document (32).csv
31/07/2023,01/08/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230731,Frais bancaires,2000.0,,4521.9,MCB Internet Banking Document (32).csv
09/08/2023,09/08/2023,Depot en especes  LUI MEME TT23221D3F7Z,Autre revenu,,300000.0,294521.9,MCB Internet Banking Document (33).csv
14/08/2023,11/08/2023,Frais de virement FT23226DBBXS\BNK,Frais bancaires,2000.0,,292521.9,MCB Internet Banking Document (33).csv
14/08/2023,11/08/2023,TVA FT23226DBBXS\BNK,Frais bancaires,400.0,,292121.9,MCB Internet Banking Document (33).csv
14/08/2023,11/08/2023,Prelevement automatic -DR DD INTERMEDIATARY FT23226DBBXS\BNK   TELMA S.A F2308981141,Autre revenu,,249000.0,43121.9,MCB Internet Banking Document (33).csv
31/08/2023,01/09/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230831,Frais bancaires,2000.0,,41121.9,MCB Internet Banking Document (33).csv
31/08/2023,01/09/2023,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230831,Frais bancaires,10000.0,,31121.9,MCB Internet Banking Document (33).csv
04/09/2023,04/09/2023,DB vente carte etrangere  514680 FT23247JPP4J\BNK  FLEXJOBS.COM,Paiement carte,13546.59,,17575.31,MCB Internet Banking Document (34).csv
04/09/2023,04/09/2023,DB vente carte etrangere  551070 FT23247N022X\BNK  Upwork -615813340Connec,Paiement carte,6888.09,,10687.22,MCB Internet Banking Document (34).csv
04/09/2023,04/09/2023,DB vente carte etrangere  558650 FT23247YDZM7\BNK  Upwork -615814227Connec,Paiement carte,6888.09,,3799.13,MCB Internet Banking Document (34).csv
04/09/2023,04/09/2023,DB vente carte etrangere  514680 FT23247JPP4J\BNK  FLEXJOBS.COM,Paiement carte,13546.59,,17575.31,MCB Internet Banking Document (35).csv
04/09/2023,04/09/2023,DB vente carte etrangere  551070 FT23247N022X\BNK  Upwork -615813340Connec,Paiement carte,6888.09,,10687.22,MCB Internet Banking Document (35).csv
04/09/2023,04/09/2023,DB vente carte etrangere  558650 FT23247YDZM7\BNK  Upwork -615814227Connec,Paiement carte,6888.09,,3799.13,MCB Internet Banking Document (35).csv
08/09/2023,08/09/2023,Virement recus Banque Confrere MADINTEX GROUPE SA FT232510KKSC\BNK   FACTURE CREA,Autre revenu,,6000000.0,6003799.13,MCB Internet Banking Document (34).csv
08/09/2023,08/09/2023,Virement recus Banque Confrere MADINTEX GROUPE SA FT232510KKSC\BNK   FACTURE CREA,Autre revenu,,6000000.0,6003799.13,MCB Internet Banking Document (35).csv
11/09/2023,08/09/2023,Frais de virement FT23254RWF4X\BNK,Frais bancaires,2000.0,,6001799.13,MCB Internet Banking Document (34).csv
11/09/2023,08/09/2023,TVA FT23254RWF4X\BNK,Frais bancaires,400.0,,6001399.13,MCB Internet Banking Document (34).csv
11/09/2023,08/09/2023,Prelevement automatic -DR DD INTERMEDIATARY FT23254RWF4X\BNK   TELMA S.A F2309038359,Autre revenu,,249000.0,5752399.13,MCB Internet Banking Document (34).csv
11/09/2023,11/09/2023,Retrait sur GAB confrere  752190 FT23254NR3C2\BNK  SGMADA Mahazo,Retrait,200000.0,,5552399.13,MCB Internet Banking Document (34).csv
11/09/2023,11/09/2023,Retrait sur GAB MCB  652570 FT23254T9LBN\BNK  MCB MADA ANTSAHAVOLA,Retrait,800000.0,,4752399.13,MCB Internet Banking Document (34).csv
11/09/2023,11/09/2023,Retrait sur GAB MCB  653380 FT232546HBSW\BNK  MCB MADA ANTSAHAVOLA,Retrait,400000.0,,4352399.13,MCB Internet Banking Document (34).csv
11/09/2023,11/09/2023,Retrait sur GAB confrere  716850 FT23254GD5YM\BNK  SGMADA Agence MAHAZO,Retrait,100000.0,,4252399.13,MCB Internet Banking Document (34).csv
11/09/2023,11/09/2023,DB vente carte etrangere  513840 FT23254FGZY7\BNK  RELUME.IO,Paiement carte,174756.33,,4077642.8,MCB Internet Banking Document (34).csv
11/09/2023,11/09/2023,Retrait sur GAB confrere  675070 FT23254XB2JR\BNK  SGMADA Agence MAHAZO,Retrait,50000.0,,4027642.8,MCB Internet Banking Document (34).csv
11/09/2023,08/09/2023,Frais de virement FT23254RWF4X\BNK,Frais bancaires,2000.0,,6001799.13,MCB Internet Banking Document (35).csv
11/09/2023,08/09/2023,TVA FT23254RWF4X\BNK,Frais bancaires,400.0,,6001399.13,MCB Internet Banking Document (35).csv
11/09/2023,08/09/2023,Prelevement automatic -DR DD INTERMEDIATARY FT23254RWF4X\BNK   TELMA S.A F2309038359,Autre revenu,,249000.0,5752399.13,MCB Internet Banking Document (35).csv
11/09/2023,11/09/2023,Retrait sur GAB confrere  752190 FT23254NR3C2\BNK  SGMADA Mahazo,Retrait,200000.0,,5552399.13,MCB Internet Banking Document (35).csv
11/09/2023,11/09/2023,Retrait sur GAB MCB  652570 FT23254T9LBN\BNK  MCB MADA ANTSAHAVOLA,Retrait,800000.0,,4752399.13,MCB Internet Banking Document (35).csv
11/09/2023,11/09/2023,Retrait sur GAB MCB  653380 FT232546HBSW\BNK  MCB MADA ANTSAHAVOLA,Retrait,400000.0,,4352399.13,MCB Internet Banking Document (35).csv
11/09/2023,11/09/2023,Retrait sur GAB confrere  716850 FT23254GD5YM\BNK  SGMADA Agence MAHAZO,Retrait,100000.0,,4252399.13,MCB Internet Banking Document (35).csv
11/09/2023,11/09/2023,DB vente carte etrangere  513840 FT23254FGZY7\BNK  RELUME.IO,Paiement carte,174756.33,,4077642.8,MCB Internet Banking Document (35).csv
11/09/2023,11/09/2023,Retrait sur GAB confrere  675070 FT23254XB2JR\BNK  SGMADA Agence MAHAZO,Retrait,50000.0,,4027642.8,MCB Internet Banking Document (35).csv
12/09/2023,12/09/2023,DB vente carte etrangere  781300 FT23255PXT3P\BNK  NAME-CHEAP.COM M3GASO,Paiement carte,42125.48,,3985517.32,MCB Internet Banking Document (34).csv
12/09/2023,12/09/2023,Retrait sur GAB confrere  346530 FT23255BY923\BNK  SGMADA Mahazo,Retrait,200000.0,,3785517.32,MCB Internet Banking Document (34).csv
12/09/2023,12/09/2023,DB vente carte etrangere  617160 FT23255Q92YB\BNK  Yandex.Translator,Paiement carte,5980.34,,3779536.98,MCB Internet Banking Document (34).csv
12/09/2023,12/09/2023,DB vente carte etrangere  REV FT23255W58LQ\BNK   617220 Yandex.Translator,Paiement carte,5980.34,,3785517.32,MCB Internet Banking Document (34).csv
12/09/2023,12/09/2023,DB vente carte etrangere  781300 FT23255PXT3P\BNK  NAME-CHEAP.COM M3GASO,Paiement carte,42125.48,,3985517.32,MCB Internet Banking Document (35).csv
12/09/2023,12/09/2023,Retrait sur GAB confrere  346530 FT23255BY923\BNK  SGMADA Mahazo,Retrait,200000.0,,3785517.32,MCB Internet Banking Document (35).csv
12/09/2023,12/09/2023,DB vente carte etrangere  617160 FT23255Q92YB\BNK  Yandex.Translator,Paiement carte,5980.34,,3779536.98,MCB Internet Banking Document (35).csv
12/09/2023,12/09/2023,DB vente carte etrangere  REV FT23255W58LQ\BNK   617220 Yandex.Translator,Paiement carte,5980.34,,3785517.32,MCB Internet Banking Document (35).csv
14/09/2023,14/09/2023,Retrait sur GAB confrere  242840 FT23257X7RBN\BNK  BOAMGXB-GAB-1- MAHAZO,Retrait,150000.0,,3635517.32,MCB Internet Banking Document (34).csv
14/09/2023,14/09/2023,Retrait sur GAB confrere  242840 FT23257X7RBN\BNK  BOAMGXB-GAB-1- MAHAZO,Retrait,150000.0,,3635517.32,MCB Internet Banking Document (35).csv
15/09/2023,15/09/2023,Retrait sur GAB confrere  830420 FT232588TPGK\BNK  BNI BNI ANDRAVOAHANGY,Retrait,100000.0,,3535517.32,MCB Internet Banking Document (34).csv
15/09/2023,15/09/2023,Retrait sur GAB confrere  830420 FT232588TPGK\BNK  BNI BNI ANDRAVOAHANGY,Retrait,100000.0,,3535517.32,MCB Internet Banking Document (35).csv
18/09/2023,18/09/2023,Retrait sur GAB confrere  318620 FT23261GQSVC\BNK  SGMADA Mahazo,Retrait,300000.0,,3235517.32,MCB Internet Banking Document (34).csv
18/09/2023,18/09/2023,Retrait sur GAB confrere  513620 FT23261BVNCN\BNK  BNI BNI SABOTSY NAMEHAN,Retrait,50000.0,,3185517.32,MCB Internet Banking Document (34).csv
18/09/2023,18/09/2023,Retrait sur GAB confrere  389620 FT23261T1RPG\BNK  BNI CMT AMBOHIMANGAKELY,Retrait,100000.0,,3085517.32,MCB Internet Banking Document (34).csv
18/09/2023,18/09/2023,DB vente carte confrere  600010 FT23261HBLF9\BNK  SHOPRITE MADAGASCAR,Paiement carte,164487.0,,2921030.32,MCB Internet Banking Document (34).csv
18/09/2023,18/09/2023,Retrait sur GAB confrere  603390 FT23261126MK\BNK  BNI LA CITY ALAROBIA,Retrait,50000.0,,2871030.32,MCB Internet Banking Document (34).csv
18/09/2023,18/09/2023,DB vente carte confrere  744530 FT23261K0XD3\BNK  PIZZAMANIA A MY,Paiement carte,30000.0,,2841030.32,MCB Internet Banking Document (34).csv
18/09/2023,18/09/2023,Retrait sur GAB confrere  318620 FT23261GQSVC\BNK  SGMADA Mahazo,Retrait,300000.0,,3235517.32,MCB Internet Banking Document (35).csv
18/09/2023,18/09/2023,Retrait sur GAB confrere  513620 FT23261BVNCN\BNK  BNI BNI SABOTSY NAMEHAN,Retrait,50000.0,,3185517.32,MCB Internet Banking Document (35).csv
18/09/2023,18/09/2023,Retrait sur GAB confrere  389620 FT23261T1RPG\BNK  BNI CMT AMBOHIMANGAKELY,Retrait,100000.0,,3085517.32,MCB Internet Banking Document (35).csv
18/09/2023,18/09/2023,DB vente carte confrere  600010 FT23261HBLF9\BNK  SHOPRITE MADAGASCAR,Paiement carte,164487.0,,2921030.32,MCB Internet Banking Document (35).csv
18/09/2023,18/09/2023,Retrait sur GAB confrere  603390 FT23261126MK\BNK  BNI LA CITY ALAROBIA,Retrait,50000.0,,2871030.32,MCB Internet Banking Document (35).csv
18/09/2023,18/09/2023,DB vente carte confrere  744530 FT23261K0XD3\BNK  PIZZAMANIA A MY,Paiement carte,30000.0,,2841030.32,MCB Internet Banking Document (35).csv
21/09/2023,21/09/2023,Retrait sur GAB confrere  377090 FT23264F9BDC\BNK  BNI BNI AMPASAMPITO,Retrait,40000.0,,2801030.32,MCB Internet Banking Document (34).csv
21/09/2023,21/09/2023,DB vente carte confrere  380150 FT23264YQC2M\BNK  STATION JOVENA TATSINAN,Paiement carte,290000.0,,2511030.32,MCB Internet Banking Document (34).csv
21/09/2023,21/09/2023,Retrait sur GAB confrere  479740 FT23264CK4GF\BNK  BOAMGXB-GAB-01- ANALAMAH,Retrait,400000.0,,2111030.32,MCB Internet Banking Document (34).csv
21/09/2023,21/09/2023,Retrait sur GAB confrere  536150 FT23264156T5\BNK  BNI TANA WATER FRONT,Retrait,300000.0,,1811030.32,MCB Internet Banking Document (34).csv
21/09/2023,21/09/2023,Retrait sur GAB confrere  377090 FT23264F9BDC\BNK  BNI BNI AMPASAMPITO,Retrait,40000.0,,2801030.32,MCB Internet Banking Document (35).csv
21/09/2023,21/09/2023,DB vente carte confrere  380150 FT23264YQC2M\BNK  STATION JOVENA TATSINAN,Paiement carte,290000.0,,2511030.32,MCB Internet Banking Document (35).csv
21/09/2023,21/09/2023,Retrait sur GAB confrere  479740 FT23264CK4GF\BNK  BOAMGXB-GAB-01- ANALAMAH,Retrait,400000.0,,2111030.32,MCB Internet Banking Document (35).csv
21/09/2023,21/09/2023,Retrait sur GAB confrere  536150 FT23264156T5\BNK  BNI TANA WATER FRONT,Retrait,300000.0,,1811030.32,MCB Internet Banking Document (35).csv
22/09/2023,22/09/2023,Retrait sur GAB confrere  440070 FT23265DFZD5\BNK  SGMADA Mahazo,Retrait,150000.0,,1661030.32,MCB Internet Banking Document (34).csv
22/09/2023,22/09/2023,Retrait sur GAB confrere  440070 FT23265DFZD5\BNK  SGMADA Mahazo,Retrait,150000.0,,1661030.32,MCB Internet Banking Document (35).csv
26/09/2023,26/09/2023,DB vente carte etrangere  775140 FT232694S6FR\BNK  CONTABO.COM,Paiement carte,226869.59,,1434160.73,MCB Internet Banking Document (34).csv
26/09/2023,26/09/2023,Retrait sur GAB confrere  340390 FT232694QL2X\BNK  SGMADA Agence MAHAZO,Retrait,400000.0,,1034160.73,MCB Internet Banking Document (34).csv
26/09/2023,26/09/2023,DB vente carte etrangere  775140 FT232694S6FR\BNK  CONTABO.COM,Paiement carte,226869.59,,1434160.73,MCB Internet Banking Document (35).csv
26/09/2023,26/09/2023,Retrait sur GAB confrere  340390 FT232694QL2X\BNK  SGMADA Agence MAHAZO,Retrait,400000.0,,1034160.73,MCB Internet Banking Document (35).csv
28/09/2023,28/09/2023,Retrait sur GAB confrere  768570 FT23271YVJTJ\BNK  BNI BNI ANTSAKAVIRO,Retrait,20000.0,,1014160.73,MCB Internet Banking Document (34).csv
28/09/2023,28/09/2023,Retrait sur GAB confrere  486860 FT23271MT9CP\BNK  BNI BNIANALAMAHITSY,Retrait,200000.0,,814160.73,MCB Internet Banking Document (34).csv
28/09/2023,28/09/2023,Retrait sur GAB confrere  768570 FT23271YVJTJ\BNK  BNI BNI ANTSAKAVIRO,Retrait,20000.0,,1014160.73,MCB Internet Banking Document (35).csv
28/09/2023,28/09/2023,Retrait sur GAB confrere  486860 FT23271MT9CP\BNK  BNI BNIANALAMAHITSY,Retrait,200000.0,,814160.73,MCB Internet Banking Document (35).csv
29/09/2023,01/10/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230930,Frais bancaires,2000.0,,812160.73,MCB Internet Banking Document (34).csv
29/09/2023,01/10/2023,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230930,Frais bancaires,10000.0,,802160.73,MCB Internet Banking Document (34).csv
29/09/2023,01/10/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230930,Frais bancaires,2000.0,,812160.73,MCB Internet Banking Document (35).csv
29/09/2023,01/10/2023,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230930,Frais bancaires,10000.0,,802160.73,MCB Internet Banking Document (35).csv
02/10/2023,02/10/2023,DB vente carte etrangere  275920 FT23275F3Q3Z\BNK  SPOTIFY AB,Paiement carte,13900.39,,788260.34,MCB Internet Banking Document (36).csv
02/10/2023,02/10/2023,DB vente carte etrangere  738310 FT23275D1P7T\BNK  FIGMA,Paiement carte,69734.38,,718525.96,MCB Internet Banking Document (36).csv
02/10/2023,02/10/2023,Retrait sur GAB confrere  279250 FT23275518WM\BNK  SGMADA Agence MAHAZO,Retrait,120000.0,,598525.96,MCB Internet Banking Document (36).csv
02/10/2023,02/10/2023,DB vente carte etrangere  365570 FT23275QCH5D\BNK  SmartGlocal,Paiement carte,49367.29,,549158.67,MCB Internet Banking Document (36).csv
02/10/2023,02/10/2023,Retrait sur GAB confrere  712260 FT23275ZP9KR\BNK  SGMADA Mahazo 2,Retrait,140000.0,,409158.67,MCB Internet Banking Document (36).csv
03/10/2023,03/10/2023,Virement recus Banque Confrere BUSINESS PERFORMANCE OFFICE FT23276G9C4M\BNK   Facture 09 2023,Autre revenu,,1729000.0,2138158.67,MCB Internet Banking Document (36).csv
04/10/2023,04/10/2023,DB vente carte confrere  304140 FT23277MMCZH\BNK  SOCIETE LIANTSOA,Paiement carte,55600.0,,2082558.67,MCB Internet Banking Document (36).csv
04/10/2023,04/10/2023,Retrait sur GAB confrere  305910 FT23277T2LTP\BNK  SGMADA Mahazo 2,Retrait,50000.0,,2032558.67,MCB Internet Banking Document (36).csv
04/10/2023,04/10/2023,Retrait sur GAB confrere  323160 FT232772V5PY\BNK  SGMADA Agence MAHAZO,Retrait,50000.0,,1982558.67,MCB Internet Banking Document (36).csv
04/10/2023,04/10/2023,Retrait sur GAB confrere  408860 FT23277PRW5S\BNK  SGMADA Mahazo,Retrait,400000.0,,1582558.67,MCB Internet Banking Document (36).csv
05/10/2023,05/10/2023,Retrait sur GAB confrere  334100 FT23278RJ0DK\BNK  SGMADA Mahazo,Retrait,400000.0,,1182558.67,MCB Internet Banking Document (36).csv
05/10/2023,05/10/2023,DB vente carte confrere  473800 FT23278P6HYB\BNK  STATION JOVENA TATSINAN,Paiement carte,100000.0,,1082558.67,MCB Internet Banking Document (36).csv
06/10/2023,06/10/2023,Retrait sur GAB confrere  307440 FT232797JHGG\BNK  BNI TANA WATER FRONT,Retrait,200000.0,,882558.67,MCB Internet Banking Document (36).csv
09/10/2023,09/10/2023,Retrait sur GAB confrere  740100 FT23282TYSWF\BNK  SGMADA Mahazo,Retrait,50000.0,,832558.67,MCB Internet Banking Document (36).csv
09/10/2023,09/10/2023,Retrait sur GAB confrere  282570 FT23282ZDK3P\BNK  MAHAZO,Retrait,300000.0,,532558.67,MCB Internet Banking Document (36).csv
09/10/2023,09/10/2023,Retrait sur GAB confrere  332340 FT23282D666H\BNK  SGMADA Mahazo,Retrait,150000.0,,382558.67,MCB Internet Banking Document (36).csv
10/10/2023,09/10/2023,Frais de virement FT232830LN1S\BNK,Frais bancaires,2000.0,,380558.67,MCB Internet Banking Document (36).csv
10/10/2023,09/10/2023,TVA FT232830LN1S\BNK,Frais bancaires,400.0,,380158.67,MCB Internet Banking Document (36).csv
10/10/2023,09/10/2023,Prelevement automatic -DR DD INTERMEDIATARY FT232830LN1S\BNK   TELMA S.A F2310098654,Autre revenu,,249000.0,131158.67,MCB Internet Banking Document (36).csv
11/10/2023,11/10/2023,Retrait sur GAB confrere  527420 FT23284B5LGL\BNK  BOAMGXB-GAB-1- AMPANDRAN,Retrait,50000.0,,81158.67,MCB Internet Banking Document (36).csv
17/10/2023,17/10/2023,DB vente carte confrere  626530 FT2329026G98\BNK  SOCIETE LIANTSOA,Paiement carte,10000.0,,71158.67,MCB Internet Banking Document (36).csv
18/10/2023,18/10/2023,Retrait sur GAB confrere  660170 FT23291281H5\BNK  SGMADA Mahazo 2,Retrait,40000.0,,31158.67,MCB Internet Banking Document (36).csv
24/10/2023,24/10/2023,Retrait sur GAB confrere  325850 FT23297YL1CH\BNK  SGMADA Agence MAHAZO,Retrait,20000.0,,11158.67,MCB Internet Banking Document (36).csv
31/10/2023,01/11/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20231031,Frais bancaires,2000.0,,9158.67,MCB Internet Banking Document (36).csv
03/11/2023,03/11/2023,Virement recus Banque Confrere BUSINESS PERFORMANCE OFFICE FT23307PP92Y\BNK   Facture Octobre 2023,Autre revenu,,2926000.0,2925158.67,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,DB vente carte confrere  327000 FT23310FDLRN\BNK  STATION JOVENA TATSINAN,Paiement carte,50000.0,,2875158.67,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,Retrait sur GAB confrere  569660 FT23310JG5RM\BNK  SGMADA Agence MAHAZO,Retrait,200000.0,,2675158.67,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,DB vente carte etrangere  671910 FT23310GW2TT\BNK  SPOTIFY AB,Paiement carte,13836.74,,2661321.93,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,Retrait sur GAB confrere  607840 FT23310L25CH\BNK  BOAMGXB-GAB-02- SABOTSY,Retrait,100000.0,,2561321.93,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,DB vente carte etrangere  777630 FT23310ZV5PS\BNK  FIGMA,Paiement carte,69415.12,,2491906.81,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,Retrait sur GAB confrere  208010 FT23310WGMDX\BNK  SGMADA Mahazo,Retrait,260000.0,,2231906.81,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,Retrait sur GAB confrere  342510 FT23310563C7\BNK  SGMADA Mahazo,Retrait,300000.0,,1931906.81,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,Retrait sur GAB confrere  601310 FT23310S1P74\BNK  SGMADA Agence MAHAZO,Retrait,250000.0,,1681906.81,MCB Internet Banking Document (37).csv
06/11/2023,06/11/2023,Retrait sur GAB confrere  606990 FT23310JZJNS\BNK  SGMADA Agence MAHAZO,Retrait,500000.0,,1181906.81,MCB Internet Banking Document (37).csv
09/11/2023,09/11/2023,Retrait sur GAB confrere  257640 FT233139XGQV\BNK  SGMADA Agence MAHAZO,Retrait,100000.0,,1081906.81,MCB Internet Banking Document (37).csv
09/11/2023,09/11/2023,Retrait sur GAB confrere  258260 FT233139M4ZS\BNK  SGMADA Agence MAHAZO,Retrait,50000.0,,1031906.81,MCB Internet Banking Document (37).csv
13/11/2023,13/11/2023,Retrait sur GAB confrere  439480 FT23317DVNJV\BNK  SGMADA Ampefiloha 1,Retrait,50000.0,,981906.81,MCB Internet Banking Document (37).csv
13/11/2023,13/11/2023,DB vente carte confrere  486400 FT23317FF3M5\BNK  STATION JOVENA AMBOHIMA,Paiement carte,50000.0,,931906.81,MCB Internet Banking Document (37).csv
13/11/2023,13/11/2023,Retrait sur GAB confrere  540770 FT233173Q0Q8\BNK  BNI CMT AMBOHIMANGAKELY,Retrait,50000.0,,881906.81,MCB Internet Banking Document (37).csv
14/11/2023,13/11/2023,Frais de virement FT2331861HZQ\BNK,Frais bancaires,2000.0,,879906.81,MCB Internet Banking Document (37).csv
