Date,Value Date,Description,Category,Debit,Credit,Balance,SourceFile
19/06/2023,19/06/2023,DB vente carte etrangere  602840 FT23170HSBC4\BNK  PAYPAL,Card Payment,4585.42,,8413.98,MCB Internet Banking Document (31).pdf
19/06/2023,19/06/2023,DB vente carte etrangere  611100 FT23170C513R\BNK  PAYPAL,Card Payment,4585.42,,3828.56,MCB Internet Banking Document (31).pdf
30/06/2023,01/07/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230630,Fees,2000.0,,1828.56,MCB Internet Banking Document (31).pdf
01/03/2023,01/03/2023,Retrait sur GAB confrere  444480 FT230608HN8S\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,200000.0,,1841623.17,MCB Internet Banking Document (27).pdf
01/03/2023,01/03/2023,Retrait sur GAB confrere  445990 FT23060X01HV\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,200000.0,,1641623.17,MCB Internet Banking Document (27).pdf
01/03/2023,01/03/2023,Retrait sur GAB confrere  446550 FT230608JJZ2\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,200000.0,,1441623.17,MCB Internet Banking Document (27).pdf
02/03/2023,02/03/2023,Retrait sur GAB confrere  357880 FT230611JK4K\BNK  SGMADA Mahazo 2,Withdrawal,50000.0,,1391623.17,MCB Internet Banking Document (27).pdf
02/03/2023,02/03/2023,Retrait sur GAB confrere  358600 FT230611J388\BNK  SGMADA Mahazo 2,Withdrawal,50000.0,,1341623.17,MCB Internet Banking Document (27).pdf
03/03/2023,03/03/2023,Retrait sur GAB confrere  695050 FT230628Z0Z7\BNK  BNI BNI AMPASAMPITO,Withdrawal,100000.0,,1241623.17,MCB Internet Banking Document (27).pdf
06/03/2023,06/03/2023,DB vente carte etrangere  068340 FT23065XZ0DH\BNK  SPOTIFY AB,Card Payment,13216.13,,1228407.04,MCB Internet Banking Document (27).pdf
06/03/2023,06/03/2023,Retrait sur GAB confrere  453870 FT230652ZF27\BNK  BNI ANKORONDRANO Route,Withdrawal,100000.0,,1128407.04,MCB Internet Banking Document (27).pdf
06/03/2023,06/03/2023,Virement recus Banque Confrere GEEKWORKERS SARL FT23065NZPD2\BNK   Prestation Fev 2023 - GW,Transfer,,3475710.0,4604117.04,MCB Internet Banking Document (27).pdf
07/03/2023,07/03/2023,Retrait sur GAB confrere  677690 FT23066YH85L\BNK  BNI ANKORONDRANO Route,Withdrawal,100000.0,,4504117.04,MCB Internet Banking Document (27).pdf
08/03/2023,08/03/2023,Retrait sur GAB MCB  405960 FT23067JCH37\BNK  MCB MADA LE BONNET,Withdrawal,150000.0,,4354117.04,MCB Internet Banking Document (27).pdf
08/03/2023,08/03/2023,DB vente carte confrere  567600 FT23067XHSDM\BNK  JUMBO TANJOMBAT,Card Payment,65890.0,,4288227.04,MCB Internet Banking Document (27).pdf
08/03/2023,08/03/2023,Retrait sur GAB confrere  713180 FT2306782HDL\BNK  BNI ANALAKELY 74,Withdrawal,100000.0,,4188227.04,MCB Internet Banking Document (27).pdf
09/03/2023,09/03/2023,Retrait sur GAB confrere  704680 FT230685NMS0\BNK  SGMADA Mahazo,Withdrawal,50000.0,,4138227.04,MCB Internet Banking Document (27).pdf
10/03/2023,09/03/2023,Frais de virement FT230696DCPZ\BNK,Fees,2000.0,,4136227.04,MCB Internet Banking Document (27).pdf
10/03/2023,09/03/2023,TVA FT230696DCPZ\BNK,Tax,400.0,,4135827.04,MCB Internet Banking Document (27).pdf
10/03/2023,09/03/2023,Prelevement automatic -DR DD INTERMEDIATARY FT230696DCPZ\BNK   TELMA MOBILE FINV/00084683/23 316219,Other Expense,247000.0,,3888827.04,MCB Internet Banking Document (27).pdf
13/03/2023,13/03/2023,DB vente carte etrangere  857050 FT230721DJVS\BNK  SmartGlocal,Card Payment,46860.41,,3841966.63,MCB Internet Banking Document (27).pdf
13/03/2023,13/03/2023,Retrait sur GAB confrere  032350 FT23072PF1WF\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,100000.0,,3741966.63,MCB Internet Banking Document (27).pdf
13/03/2023,13/03/2023,Retrait sur GAB confrere  483180 FT230725K02W\BNK  BNI BNI AMPASAMPITO,Withdrawal,100000.0,,3641966.63,MCB Internet Banking Document (27).pdf
13/03/2023,13/03/2023,Retrait sur GAB confrere  586650 FT23072YVZK0\BNK  SGMADA 67 Ha,Withdrawal,800000.0,,2841966.63,MCB Internet Banking Document (27).pdf
13/03/2023,13/03/2023,Retrait sur GAB confrere  587230 FT23072PYXX3\BNK  SGMADA 67 Ha,Withdrawal,800000.0,,2041966.63,MCB Internet Banking Document (27).pdf
13/03/2023,13/03/2023,Retrait sur GAB confrere  587750 FT23072QK3CF\BNK  SGMADA 67 Ha,Withdrawal,800000.0,,1241966.63,MCB Internet Banking Document (27).pdf
13/03/2023,13/03/2023,Retrait sur GAB confrere  588490 FT23072PT7CD\BNK  SGMADA 67 Ha,Withdrawal,800000.0,,441966.63,MCB Internet Banking Document (27).pdf
13/03/2023,13/03/2023,Retrait sur GAB confrere  589320 FT23072F5Z5V\BNK  SGMADA 67 Ha,Withdrawal,400000.0,,41966.63,MCB Internet Banking Document (27).pdf
14/03/2023,14/03/2023,Retrait sur GAB confrere  694790 FT23073PM0JP\BNK  BNI BNI AMPASAMPITO,Withdrawal,30000.0,,11966.63,MCB Internet Banking Document (27).pdf
31/03/2023,01/04/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230331,Fees,2000.0,,9966.63,MCB Internet Banking Document (27).pdf
01/07/2025,01/07/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT2518293NQV\BNK,Mvola,,350000.0,345011.18,MCB Internet Banking Document (7).pdf
01/07/2025,01/07/2025,Retrait sur GAB confrere  541840 FT25182CPL6L\BNK  BNI BNI AMBOHIPO,Withdrawal,30000.0,,315011.18,MCB Internet Banking Document (7).pdf
01/07/2025,01/07/2025,Retrait sur GAB confrere  624870 FT25182PSP59\BNK  BNI BNIANALAMAHITSY,Withdrawal,125000.0,,190011.18,MCB Internet Banking Document (7).pdf
01/07/2025,01/07/2025,Retrait sur GAB confrere  707990 FT2518249JTK\BNK  SGMADA Agence MAHAZO,Withdrawal,50000.0,,140011.18,MCB Internet Banking Document (7).pdf
03/07/2025,03/07/2025,Transfer Bank to Wallet  MVOLA WALLET FT25184F6DJP\BNK   Mvola Bank to Wallet,Mvola Out,40000.0,,100011.18,MCB Internet Banking Document (7).pdf
03/07/2025,03/07/2025,Retrait sur GAB confrere  629440 FT251847CMY6\BNK  SGMADA Mahazo,Withdrawal,100000.0,,11.18,MCB Internet Banking Document (7).pdf
04/07/2025,04/07/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT251857Y2CN\BNK,Mvola,,300000.0,300011.18,MCB Internet Banking Document (7).pdf
07/07/2025,04/07/2025,Frais de virement FT25188LDC08\BNK,Fees,5000.0,,295011.18,MCB Internet Banking Document (7).pdf
07/07/2025,04/07/2025,TVA FT25188LDC08\BNK,Tax,1000.0,,294011.18,MCB Internet Banking Document (7).pdf
07/07/2025,04/07/2025,Prelevement automatic -DR DD INTERMEDIATARY FT25188LDC08\BNK   TELMA S.A F2507265566,Other Expense,249000.0,,45011.18,MCB Internet Banking Document (7).pdf
07/07/2025,07/07/2025,Retrait sur GAB confrere  702310 FT25188KFLF9\BNK  SGMADA Antsakaviro,Withdrawal,40000.0,,5011.18,MCB Internet Banking Document (7).pdf
09/07/2025,09/07/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT251902ZHXH\BNK,Mvola,,150000.0,155011.18,MCB Internet Banking Document (7).pdf
09/07/2025,09/07/2025,Retrait sur GAB confrere  244190 FT251905JLNM\BNK  SGMADA Agence MAHAZO,Withdrawal,130000.0,,25011.18,MCB Internet Banking Document (7).pdf
14/07/2025,14/07/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT251959GDQZ\BNK,Mvola,,200000.0,225011.18,MCB Internet Banking Document (7).pdf
15/07/2025,15/07/2025,DB vente carte etrangere  024930 FT25196RRZ92\BNK  tenorshare,Card Payment,59579.59,,165431.59,MCB Internet Banking Document (7).pdf
15/07/2025,15/07/2025,Retrait sur GAB confrere  469010 FT25196QBN53\BNK  BNI BNI ANTANIMENA,Withdrawal,50000.0,,115431.59,MCB Internet Banking Document (7).pdf
17/07/2025,17/07/2025,DB vente carte confrere  306130 FT25198F3ZZK\BNK  STATION JOVENNA ANDROND,Card Payment,30500.0,,84931.59,MCB Internet Banking Document (7).pdf
21/07/2025,21/07/2025,DB vente carte etrangere  734550 FT25202VHQB7\BNK  PADDLE.NET SETAPP,Card Payment,45555.65,,39375.94,MCB Internet Banking Document (7).pdf
22/07/2025,22/07/2025,Virement recus Banque Confrere  RIAKE FT25203P249C\BNK   Mersitheme Juin,Riake,,750000.0,789375.94,MCB Internet Banking Document (7).pdf
23/07/2025,23/07/2025,DB vente carte etrangere  233810 FT252041MF75\BNK  WWW CONTABO COM,Card Payment,90476.15,,698899.79,MCB Internet Banking Document (7).pdf
23/07/2025,23/07/2025,Retrait sur GAB confrere  372970 FT25204TYQLX\BNK  BNI BNI AMBONDRONA,Withdrawal,100000.0,,598899.79,MCB Internet Banking Document (7).pdf
23/07/2025,23/07/2025,Virement en lot MCB -S THE MAURITIUS COMMERCIAL BANK FT252040RNJJ\BNK   MCB MADA CASH BACK 260625,Transfer,,17160.33,616060.12,MCB Internet Banking Document (7).pdf
23/07/2025,23/07/2025,DB vente carte confrere  658480 FT252044S9LW\BNK  SOCIETE LIANTSOA,Card Payment,97000.0,,519060.12,MCB Internet Banking Document (7).pdf
24/07/2025,24/07/2025,Retrait sur GAB confrere  406780 FT25205ZZKLG\BNK  SGMADA Agence MAHAZO,Withdrawal,350000.0,,169060.12,MCB Internet Banking Document (7).pdf
28/07/2025,28/07/2025,Retrait sur GAB confrere  471490 FT252096HW8F\BNK  SGMADA Agence MAHAZO,Withdrawal,50000.0,,119060.12,MCB Internet Banking Document (7).pdf
31/07/2025,31/07/2025,Virement recus Banque Confrere  RIAKE FT25212KFM5Z\BNK   Paiement Reste Tanatech,Riake,,1075000.0,1194060.12,MCB Internet Banking Document (7).pdf
31/07/2025,01/08/2025,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20250731,Fees,2000.0,,1192060.12,MCB Internet Banking Document (7).pdf
31/07/2025,01/08/2025,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20250731,Fees,10000.0,,1182060.12,MCB Internet Banking Document (7).pdf
03/11/2025,03/11/2025,Retrait sur GAB confrere  313580 FT25307ZJJHX\BNK  SGMADA Agence MAHAZO,Withdrawal,100000.0,,36294.0,MCB Internet Banking Document (11).pdf
03/11/2025,03/11/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT253072BRD0\BNK,Mvola,,800000.0,836294.0,MCB Internet Banking Document (11).pdf
03/11/2025,03/11/2025,Retrait sur GAB confrere  363390 FT253078Q4P5\BNK  BNI BNI AMPASAMPITO,Withdrawal,800000.0,,36294.0,MCB Internet Banking Document (11).pdf
03/11/2025,03/11/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT25307RD3HJ\BNK,Mvola,,1000000.0,1036294.0,MCB Internet Banking Document (11).pdf
03/11/2025,03/11/2025,Retrait sur GAB confrere  595480 FT25307NS1J0\BNK  BNI CMT AMBOHIMANGAKELY,Withdrawal,800000.0,,236294.0,MCB Internet Banking Document (11).pdf
03/11/2025,03/11/2025,Retrait sur GAB confrere  596120 FT25307HP9TR\BNK  BNI CMT AMBOHIMANGAKELY,Withdrawal,200000.0,,36294.0,MCB Internet Banking Document (11).pdf
06/11/2025,06/11/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT253108VQG0\BNK,Mvola,,180000.0,216294.0,MCB Internet Banking Document (11).pdf
07/11/2025,07/11/2025,Virement recus Banque Confrere  RIAKE FT25311VPWYD\BNK   Acompte Nostra,Riake,,500000.0,716294.0,MCB Internet Banking Document (11).pdf
10/11/2025,04/11/2025,Frais de virement FT253090N2NF\BNK,Fees,5000.0,,711294.0,MCB Internet Banking Document (11).pdf
10/11/2025,04/11/2025,TVA FT253090N2NF\BNK,Tax,1000.0,,710294.0,MCB Internet Banking Document (11).pdf
10/11/2025,04/11/2025,Prelevement automatic -DR DD INTERMEDIATARY FT253090N2NF\BNK   TELMA S.A F2511925902,Other Expense,249000.0,,461294.0,MCB Internet Banking Document (11).pdf
10/11/2025,10/11/2025,Virement recus Banque Confrere  RIAKE FT25314YBYX7\BNK   Reste Pmt Maintenance Fenohery Meri,Riake,,200000.0,661294.0,MCB Internet Banking Document (11).pdf
11/11/2025,10/11/2025,JUICE Virement autre banque locale FANOMEZANIRINA FENOHERY FT25315PF2M4\BNK   Support compte pro,Other Expense,60000.0,,601294.0,MCB Internet Banking Document (11).pdf
13/11/2025,13/11/2025,DB vente carte etrangere  589070 FT25317RW2KJ\BNK  PAYPAL  TRAE,Card Payment,14128.0,,587166.0,MCB Internet Banking Document (11).pdf
17/11/2025,17/11/2025,Frais de virement FT25321SDLD5\BNK,Fees,1000.0,,586166.0,MCB Internet Banking Document (11).pdf
17/11/2025,17/11/2025,TVA FT25321SDLD5\BNK,Tax,200.0,,585966.0,MCB Internet Banking Document (11).pdf
17/11/2025,17/11/2025,Transfer Bank to Wallet  MVOLA WALLET FT25321SDLD5\BNK   Mvola Bank to Wallet,Mvola Out,200000.0,,385966.0,MCB Internet Banking Document (11).pdf
18/11/2025,18/11/2025,Frais de virement FT253227W4T2\BNK,Fees,1000.0,,384966.0,MCB Internet Banking Document (11).pdf
18/11/2025,18/11/2025,TVA FT253227W4T2\BNK,Tax,200.0,,384766.0,MCB Internet Banking Document (11).pdf
18/11/2025,18/11/2025,Transfer Bank to Wallet  MVOLA WALLET FT253227W4T2\BNK   Mvola Bank to Wallet,Mvola Out,200000.0,,184766.0,MCB Internet Banking Document (11).pdf
19/11/2025,19/11/2025,DB vente carte etrangere  695710 FT25323WB6LF\BNK  PADDLE.NET SETAPP,Card Payment,45949.49,,138816.51,MCB Internet Banking Document (11).pdf
21/11/2025,21/11/2025,DB vente carte etrangere  292750 FT25325SX6BV\BNK  WWW CONTABO COM,Card Payment,91196.02,,47620.49,MCB Internet Banking Document (11).pdf
28/11/2025,01/12/2025,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20251130,Fees,2000.0,,45620.49,MCB Internet Banking Document (11).pdf
28/11/2025,01/12/2025,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20251130,Fees,10000.0,,35620.49,MCB Internet Banking Document (11).pdf
01/10/2025,01/10/2025,DB vente carte etrangere  769970 FT252749TXN6\BNK  CLOUDFLARE,Card Payment,24609.08,,830992.27,MCB Internet Banking Document (10).pdf
02/10/2025,02/10/2025,Transfer Bank to Wallet  MVOLA WALLET FT252751KNP5\BNK   Mvola Bank to Wallet,Mvola Out,20000.0,,810992.27,MCB Internet Banking Document (10).pdf
03/10/2025,03/10/2025,Retrait sur GAB confrere  588260 FT25276G86C0\BNK  SGMADA Agence MAHAZO,Withdrawal,400000.0,,410992.27,MCB Internet Banking Document (10).pdf
06/10/2025,06/10/2025,DB vente carte confrere  420230 FT252790RZ00\BNK  SHOP LIANTSOA,Card Payment,51700.0,,359292.27,MCB Internet Banking Document (10).pdf
07/10/2025,06/10/2025,Frais de virement FT252800R2YL\BNK,Fees,5000.0,,354292.27,MCB Internet Banking Document (10).pdf
07/10/2025,06/10/2025,TVA FT252800R2YL\BNK,Tax,1000.0,,353292.27,MCB Internet Banking Document (10).pdf
07/10/2025,06/10/2025,Prelevement automatic -DR DD INTERMEDIATARY FT252800R2YL\BNK   TELMA S A F2510765810,Other Expense,249000.0,,104292.27,MCB Internet Banking Document (10).pdf
07/10/2025,07/10/2025,Transfer Bank to Wallet  MVOLA WALLET FT252800MF5M\BNK   Mvola Bank to Wallet,Mvola Out,7000.0,,97292.27,MCB Internet Banking Document (10).pdf
09/10/2025,09/10/2025,Retrait sur GAB confrere  595800 FT25282CVFGW\BNK  BNI BNI AMBONDRONA,Withdrawal,20000.0,,77292.27,MCB Internet Banking Document (10).pdf
13/10/2025,13/10/2025,DB vente carte confrere  489960 FT25286Y629J\BNK  STATION SHELL RAVINALA,Card Payment,17255.0,,60037.27,MCB Internet Banking Document (10).pdf
14/10/2025,14/10/2025,Virement recus Banque Confrere  RIAKE FT25287NGS5M\BNK   Paiement Egs,Riake,,240000.0,300037.27,MCB Internet Banking Document (10).pdf
15/10/2025,15/10/2025,Retrait sur GAB confrere  205980 FT25288GQWXY\BNK  SGMADA Agence MAHAZO,Withdrawal,200000.0,,100037.27,MCB Internet Banking Document (10).pdf
16/10/2025,16/10/2025,Transfer Bank to Wallet  MVOLA WALLET FT25289HN2XD\BNK   Mvola Bank to Wallet,Mvola Out,40000.0,,60037.27,MCB Internet Banking Document (10).pdf
16/10/2025,16/10/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT252897B59L\BNK,Mvola,,150000.0,210037.27,MCB Internet Banking Document (10).pdf
17/10/2025,17/10/2025,Retrait sur GAB confrere  748180 FT252905RJ93\BNK  SGMADA Agence MAHAZO,Withdrawal,50000.0,,160037.27,MCB Internet Banking Document (10).pdf
20/10/2025,20/10/2025,Retrait sur GAB confrere  463200 FT25293MRH4F\BNK  SGMADA Mahazo 2,Withdrawal,50000.0,,110037.27,MCB Internet Banking Document (10).pdf
20/10/2025,20/10/2025,Retrait sur GAB confrere  572880 FT25293S5X2V\BNK  SGMADA Agence MAHAZO-An,Withdrawal,50000.0,,60037.27,MCB Internet Banking Document (10).pdf
20/10/2025,20/10/2025,DB vente carte etrangere  695540 FT25293H385B\BNK  PADDLE.NET SETAPP,Card Payment,46359.61,,13677.66,MCB Internet Banking Document (10).pdf
22/10/2025,22/10/2025,Virement recus Banque Confrere  RIAKE FT25295R7T21\BNK   Fenohery,Riake,,500000.0,513677.66,MCB Internet Banking Document (10).pdf
22/10/2025,22/10/2025,Retrait sur GAB confrere  668050 FT25295TRT8Z\BNK  SGMADA Agence MAHAZO-An,Withdrawal,200000.0,,313677.66,MCB Internet Banking Document (10).pdf
23/10/2025,23/10/2025,DB vente carte etrangere  235450 FT2529644CWB\BNK  WWW CONTABO COM,Card Payment,92203.42,,221474.24,MCB Internet Banking Document (10).pdf
27/10/2025,27/10/2025,Retrait sur GAB confrere  702150 FT25300Y1QYT\BNK  SGMADA Agence MAHAZO,Withdrawal,50000.0,,171474.24,MCB Internet Banking Document (10).pdf
30/10/2025,30/10/2025,DB vente carte etrangere  468800 FT253039VKJV\BNK  CLOUDFLARE,Card Payment,23180.24,,148294.0,MCB Internet Banking Document (10).pdf
31/10/2025,01/11/2025,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20251031,Fees,2000.0,,146294.0,MCB Internet Banking Document (10).pdf
31/10/2025,01/11/2025,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20251031,Fees,10000.0,,136294.0,MCB Internet Banking Document (10).pdf
03/03/2025,03/03/2025,DB vente carte etrangere  503190 FT25062KG4HP\BNK  APPLE.COM/BILL,Card Payment,33896.25,,514076.35,MCB Internet Banking Document.pdf
03/03/2025,03/03/2025,Retrait sur GAB confrere  730230 FT25062HBB3H\BNK  SGMADA Agence MAHAZO,Withdrawal,300000.0,,214076.35,MCB Internet Banking Document.pdf
03/03/2025,03/03/2025,Transfer Bank to Wallet  MVOLA WALLET FT25062T5247\BNK   Mvola Bank to Wallet,Mvola Out,60000.0,,154076.35,MCB Internet Banking Document.pdf
03/03/2025,03/03/2025,Virement recus Banque Confrere RASOLONIRINA MAMPIONONA IRIS FT25062JFJXY\BNK   FataPlus,Transfer,,2500000.0,2654076.35,MCB Internet Banking Document.pdf
04/03/2025,04/03/2025,Retrait sur GAB confrere  281590 FT2506390XYN\BNK  SGMADA Moramanga,Withdrawal,800000.0,,1854076.35,MCB Internet Banking Document.pdf
04/03/2025,04/03/2025,Virement recus Banque Confrere  RIAKE FT250636LXWQ\BNK   Paiement Meristheme,Riake,,400000.0,2254076.35,MCB Internet Banking Document.pdf
04/03/2025,04/03/2025,Transfer Bank to Wallet  MVOLA WALLET FT25063K5S7X\BNK   Mvola Bank to Wallet,Mvola Out,100000.0,,2154076.35,MCB Internet Banking Document.pdf
06/03/2025,06/03/2025,DB vente carte confrere  606720 FT25065M1Q3P\BNK  SHOPRITE MADAGASCAR,Card Payment,57093.0,,2096983.35,MCB Internet Banking Document.pdf
07/03/2025,07/03/2025,DB vente carte confrere  586540 FT25066TVYLG\BNK  SHOP U,Card Payment,7990.0,,2088993.35,MCB Internet Banking Document.pdf
10/03/2025,07/03/2025,Frais de virement FT25069N9RXD\BNK,Fees,5000.0,,2083993.35,MCB Internet Banking Document.pdf
10/03/2025,07/03/2025,TVA FT25069N9RXD\BNK,Tax,1000.0,,2082993.35,MCB Internet Banking Document.pdf
10/03/2025,07/03/2025,Prelevement automatic -DR DD INTERMEDIATARY FT25069N9RXD\BNK   TELMA S.A F2503707677,Other Expense,249000.0,,1833993.35,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,Frais de virement FT250693T7JJ\BNK,Fees,1000.0,,1832993.35,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,TVA FT250693T7JJ\BNK,Tax,200.0,,1832793.35,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,Transfer Bank to Wallet  MVOLA WALLET FT250693T7JJ\BNK   Mvola Bank to Wallet,Mvola Out,200000.0,,1632793.35,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,DB vente carte etrangere  502730 FT25069G1H10\BNK  APPLE.COM/BILL,Card Payment,33655.72,,1599137.63,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,Retrait sur GAB confrere  585790 FT250692RZ48\BNK  BOAMGXB-GAB-4- TOAMASINA,Withdrawal,200000.0,,1399137.63,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,DB vente carte confrere  595620 FT25069FZCV9\BNK  JUMBO TMS 2,Card Payment,34920.0,,1364217.63,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,DB vente carte confrere  609720 FT25069P05GV\BNK  JUMBO TMS 2,Card Payment,40550.0,,1323667.63,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,Frais de virement FT25069JCNF1\BNK,Fees,2000.0,,1321667.63,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,TVA FT25069JCNF1\BNK,Tax,400.0,,1321267.63,MCB Internet Banking Document.pdf
10/03/2025,10/03/2025,Transfer Bank to Wallet  MVOLA WALLET FT25069JCNF1\BNK   Mvola Bank to Wallet,Mvola Out,400000.0,,921267.63,MCB Internet Banking Document.pdf
13/03/2025,13/03/2025,DB vente carte etrangere  618130 FT250723FX24\BNK  SPOTIFY AB,Card Payment,14369.5,,906898.13,MCB Internet Banking Document.pdf
14/03/2025,14/03/2025,Transfer Bank to Wallet  MVOLA WALLET FT25073HH08P\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,856898.13,MCB Internet Banking Document.pdf
17/03/2025,17/03/2025,DB vente carte confrere  364850 FT25076BZPWY\BNK  SOCIETE LIANTSOA,Card Payment,81700.0,,775198.13,MCB Internet Banking Document.pdf
17/03/2025,17/03/2025,Retrait sur GAB confrere  365670 FT25076YGHWT\BNK  SGMADA Mahazo 2,Withdrawal,50000.0,,725198.13,MCB Internet Banking Document.pdf
17/03/2025,17/03/2025,DB vente carte etrangere  466730 FT250765QRD9\BNK  APPLE.COM/BILL,Card Payment,33555.8,,691642.33,MCB Internet Banking Document.pdf
18/03/2025,18/03/2025,DB vente carte confrere  404320 FT25077Q78VN\BNK  PIZZAMANIA A MY,Card Payment,26500.0,,665142.33,MCB Internet Banking Document.pdf
20/03/2025,20/03/2025,Transfer Bank to Wallet  MVOLA WALLET FT2507950NJK\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,615142.33,MCB Internet Banking Document.pdf
20/03/2025,20/03/2025,DB vente carte etrangere  711760 FT25079LZ3XD\BNK  MOBBIN.COM,Card Payment,574619.13,,40523.2,MCB Internet Banking Document.pdf
24/03/2025,24/03/2025,DB vente carte etrangere  466970 FT25083QCYNZ\BNK  APPLE.COM/BILL,Card Payment,33429.13,,7094.07,MCB Internet Banking Document.pdf
24/03/2025,24/03/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT25083R43QK\BNK,Mvola,,100000.0,107094.07,MCB Internet Banking Document.pdf
25/03/2025,25/03/2025,DB vente carte etrangere  269550 FT25084P8CJ0\BNK  CONTABO-COM,Card Payment,81192.99,,25901.08,MCB Internet Banking Document.pdf
28/03/2025,01/04/2025,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20250331,Fees,2000.0,,23901.08,MCB Internet Banking Document.pdf
28/03/2025,01/04/2025,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20250331,Fees,10000.0,,13901.08,MCB Internet Banking Document.pdf
10/06/2025,10/06/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT25161SVQBK\BNK,Mvola,,290000.0,293413.05,MCB Internet Banking Document (6).pdf
10/06/2025,10/06/2025,Transfer Bank to Wallet  MVOLA WALLET FT25161RX2T1\BNK   Mvola Bank to Wallet,Mvola Out,30000.0,,263413.05,MCB Internet Banking Document (6).pdf
10/06/2025,05/06/2025,Frais de virement FT25161RL632\BNK,Fees,5000.0,,258413.05,MCB Internet Banking Document (6).pdf
10/06/2025,05/06/2025,TVA FT25161RL632\BNK,Tax,1000.0,,257413.05,MCB Internet Banking Document (6).pdf
10/06/2025,05/06/2025,Prelevement automatic -DR DD INTERMEDIATARY FT25161RL632\BNK   TELMA S.A F2506126524,Other Expense,249000.0,,8413.05,MCB Internet Banking Document (6).pdf
11/06/2025,11/06/2025,Virement recus Banque Confrere  RIAKE FT25162W55ZX\BNK   MEristheme,Riake,,750000.0,758413.05,MCB Internet Banking Document (6).pdf
11/06/2025,11/06/2025,Transfer Bank to Wallet  MVOLA WALLET FT25162X312C\BNK   Mvola Bank to Wallet,Mvola Out,58000.0,,700413.05,MCB Internet Banking Document (6).pdf
12/06/2025,12/06/2025,Frais de virement FT25163M6NLM\BNK,Fees,1700.0,,698713.05,MCB Internet Banking Document (6).pdf
12/06/2025,12/06/2025,TVA FT25163M6NLM\BNK,Tax,340.0,,698373.05,MCB Internet Banking Document (6).pdf
12/06/2025,12/06/2025,Transfer Bank to Wallet  MVOLA WALLET FT25163M6NLM\BNK   Mvola Bank to Wallet,Mvola Out,340000.0,,358373.05,MCB Internet Banking Document (6).pdf
13/06/2025,13/06/2025,DB vente carte etrangere  055790 FT251643L215\BNK  TERABOX,Card Payment,9155.47,,349217.58,MCB Internet Banking Document (6).pdf
13/06/2025,13/06/2025,DB vente carte etrangere  602900 FT25164N034D\BNK  tenorshare,Card Payment,77752.52,,271465.06,MCB Internet Banking Document (6).pdf
16/06/2025,16/06/2025,DB vente carte confrere  667160 FT25167YSS0P\BNK  ULYS,Card Payment,69055.0,,202410.06,MCB Internet Banking Document (6).pdf
18/06/2025,18/06/2025,Retrait sur GAB confrere  652090 FT25169NH44S\BNK  SGMADA Antsakaviro,Withdrawal,100000.0,,102410.06,MCB Internet Banking Document (6).pdf
20/06/2025,20/06/2025,DB vente carte etrangere  742890 FT25171TGC5W\BNK  PADDLE.NET SETAPP,Card Payment,45961.4,,56448.66,MCB Internet Banking Document (6).pdf
23/06/2025,23/06/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT251746M7H2\BNK,Mvola,,61000.0,117448.66,MCB Internet Banking Document (6).pdf
23/06/2025,23/06/2025,DB vente carte etrangere  234770 FT251748TVJ4\BNK  WWW CONTABO COM,Card Payment,91232.68,,26215.98,MCB Internet Banking Document (6).pdf
